sic_description,n_events,n_tickers,n_capture_ret_abn,n_capture_ret,n_drop_ratio,event_share_of_analysis,ticker_share_of_analysis,mean_capture_ret_abn,stddev_capture_ret_abn,se_capture_ret_abn,ci95_low_capture_ret_abn,ci95_high_capture_ret_abn,median_capture_ret_abn,p25_capture_ret_abn,p75_capture_ret_abn,positive_capture_ret_abn_rate,mean_capture_ret,median_capture_ret,mean_drop_ratio,median_drop_ratio,p25_drop_ratio,p75_drop_ratio,drop_ratio_lt_1_rate,low_n_flag,low_ticker_flag,report_eligible_flag
PETROLEUM REFINING,234,13,234,234,234,0.001450748933637536,0.0014428412874583796,0.0006360313976422749,0.009995433444886953,0.000653421925414058,-0.0006446755761692788,0.0019167383714538285,0.00068583759026235,-0.004734111133313398,0.00599617380069709,0.5341880341880342,0.0006871932108809449,3.148528405201874e-05,0.9176252537992698,0.9904761904761828,0.2987600101578388,1.5794392523364464,0.5042735042735043,False,False,True
"INSURANCE AGENTS, BROKERS & SERVICE",231,14,231,231,231,0.0014321495883344907,0.0015538290788013318,0.0021682400000990654,0.010571626149509263,0.0006955619343550636,0.0008049386087631406,0.0035315413914349903,0.0012139453081496984,-0.002964688211845312,0.005430372901723202,0.6103896103896104,0.002299673919184603,0.0016566995312752545,0.40503623101489944,0.7314285714285775,-0.10909090909086154,1.499999999999995,0.6017316017316018,False,False,True
TRUCKING (NO LOCAL),223,11,223,223,223,0.0013825513341930364,0.001220865704772475,-0.00023920126710913115,0.007671249901177094,0.0005137048892235216,-0.0012460628499872334,0.0007676603157689712,-0.00039026062585644406,-0.004373598137329998,0.0030641244351743272,0.452914798206278,-0.0003959972951645965,-0.00017397355601944054,1.4082504962965132,1.0476190476190423,-0.33333333333332626,3.033333333333322,0.484304932735426,False,False,True
MOTOR VEHICLE PARTS & ACCESSORIES,211,13,211,211,211,0.001308153952980855,0.0014428412874583796,0.00012673373858260815,0.00674745326688396,0.00046451383946642937,-0.0007837133867715934,0.0010371808639368096,0.0006919547465544925,-0.003687695977931853,0.004725818432672991,0.5355450236966824,-0.00011620283072066237,0.001244343891402643,1.2271772751924495,0.7555555555555631,-0.09090909090907283,2.0833333333333335,0.5450236966824644,False,False,True
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,209,11,209,209,209,0.0012957543894454916,0.001220865704772475,0.0009434751784329415,0.008084972794540934,0.0005592492621947681,-0.00015265337546880393,0.002039603732334687,0.0006881775237009393,-0.0026992794948549805,0.004166366338512992,0.5645933014354066,0.0006220992970984221,0.0005620345651257872,1.1613907463339819,0.7941176470588536,-0.2727272727272831,2.1333333333333355,0.5406698564593302,False,False,True
"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",205,16,205,205,205,0.0012709552623747643,0.0017758046614872365,0.003416567479355209,0.010120150570867854,0.0007068219756443901,0.0020311964070922044,0.004801938551618213,0.0026884685795785,-0.001738654214222331,0.008723948002972541,0.6292682926829268,0.0036962410164718524,0.002624045801526656,0.16162453365434398,0.6526104417670633,-0.2857142857142796,1.1666666666666567,0.6585365853658537,False,False,True
TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),197,13,197,197,197,0.0012213570082333103,0.0014428412874583796,0.0018049449039127489,0.010469494787811305,0.0007459206184953516,0.0003429404916618598,0.0032669493161636377,0.0012554087246379655,-0.0030356317602944238,0.005600498622197405,0.5634517766497462,0.0018062406328906797,0.0008985623003194282,0.9791540577678647,0.9369369369369425,0.6002666666666698,1.1711711711711685,0.5634517766497462,False,False,True
NATURAL GAS DISTRIBUTION,194,11,194,194,194,0.0012027576629302648,0.001220865704772475,0.0007918300634729502,0.010376399910773252,0.0007449820973020025,-0.0006683348472389749,0.0022519949741848753,0.0004815327996690864,-0.00389098124640843,0.006272966453185761,0.5360824742268041,0.0013499196545138942,0.00120578778135043,0.7769431786546239,0.8300000000000125,0.1939393939393898,1.4039735099337778,0.6134020618556701,False,False,True
SERVICES-PREPACKAGED SOFTWARE,188,14,188,188,188,0.0011655589723241742,0.0015538290788013318,0.0005093275248975204,0.01178799333723697,0.0008597277739566541,-0.0011757389120575217,0.0021943939618525622,3.6513136032653194e-05,-0.003056319594801127,0.005155061037393419,0.5106382978723404,-0.0002899802741418439,-9.489466691971393e-05,1.1602021148570745,1.0000000000000142,-0.7428571428571575,2.718750000000014,0.4946808510638298,False,False,True
"LESSORS OF REAL PROPERTY, NEC",179,3,179,179,179,0.0011097609364150382,0.0003329633740288568,0.0015326149836033818,0.008624301910333981,0.0006446105898271177,0.00026917822754223106,0.0027960517396645327,0.0010573802478981154,-0.0031469307146212823,0.0058661280074614,0.5698324022346368,0.0008826709605666262,0.0007015945330296392,0.8671026546577809,0.8783999999999992,0.2400000000000091,1.5999999999999943,0.5586592178770949,False,True,False
"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",177,17,177,177,177,0.0010973613728796747,0.0018867924528301887,0.0030217958194348766,0.0079164433678384,0.0005950363213345071,0.0018555246296192427,0.00418806700925051,0.002353937688880942,-0.0014347779152073352,0.007309681500201914,0.6384180790960452,0.0023238560838391964,0.003099696356275361,0.8917751544613972,0.8029288135593237,0.5119999999999973,1.0512820512820515,0.6836158192090396,False,False,True
RETAIL-AUTO DEALERS & GASOLINE STATIONS,176,9,176,176,176,0.001091161591111993,0.0009988901220865706,0.0004748661763569537,0.008514948136923989,0.0006418383654434688,-0.0007831370199122453,0.0017328693726261528,0.0005564335785047817,-0.003953479087527618,0.00432707550748258,0.5454545454545454,0.001152233305365922,0.0006897503103876319,1.1986487834824011,0.6333333333333258,-1.0000000000000253,3.3255813953488533,0.5284090909090909,False,False,True
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",172,10,172,172,172,0.0010663624640412657,0.0011098779134295228,0.0015879157096240454,0.009357586686908021,0.000713509295758444,0.0001894374899374953,0.0029863939293105954,0.00018909655874847992,-0.003330329594312369,0.0037695547958887703,0.5116279069767442,0.0022442666749065234,0.0012176560121766118,-0.6206173204605486,0.12500000000006395,-3.6071428571428243,2.9999999999999867,0.6046511627906976,False,False,True
HOUSEHOLD FURNITURE,162,9,162,162,162,0.001004364646364448,0.0009988901220865706,0.0008839963151903184,0.009795333616317852,0.0007695940915647668,-0.0006244081042766245,0.002392400734657261,-0.00038610545348158614,-0.006160425901275578,0.0076914632618503165,0.5,0.0017919613947589934,0.0011933174224344019,0.9422500682047972,0.8799999999999955,0.30476190476190185,1.3500000000000156,0.5679012345679012,False,False,True
SERVICES-HELP SUPPLY SERVICES,159,13,159,159,159,0.0009857653010614026,0.0014428412874583796,0.001590951398117258,0.01010787472297265,0.0008016066077293807,1.9802446967672046e-05,0.003162100349266844,0.0005891593069507376,-0.003352911022740019,0.00517434601070835,0.5345911949685535,0.0010883956329680415,0.00010034115994378565,1.5422452119664642,0.9824561403508812,0.0,1.6666666666666905,0.5283018867924528,False,False,True
INDUSTRIAL INORGANIC CHEMICALS,156,8,156,156,156,0.0009671659557583573,0.0008879023307436182,0.0028836027867266043,0.011179903343604674,0.0008951086410653686,0.001129189850238482,0.0046380157232147265,0.0016732373188266458,-0.0016220594935752806,0.007611459403944012,0.6282051282051282,0.0034929179786428546,0.0020008003201281137,0.4451244848548831,0.6153846153846159,-0.20000000000010232,1.2307692307692317,0.6474358974358975,False,False,True
"CUTLERY, HANDTOOLS & GENERAL HARDWARE",150,8,150,150,150,0.0009299672651522666,0.0008879023307436182,0.0012062309706954149,0.016422974390193138,0.0013409302438256304,-0.0014219923072028207,0.00383445424859365,0.001036005722674115,-0.004078014681134839,0.0066571115075280025,0.56,0.0012853059512312043,0.0021774008709603554,1.0114475397922345,0.6625000000000014,-0.3666666666666648,1.8272727272727318,0.6066666666666667,False,False,True
OPERATIVE BUILDERS,148,8,148,148,148,0.0009175677016169031,0.0008879023307436182,0.0022158868747845432,0.009117230292754628,0.0007494317135792936,0.0007470007161691277,0.0036847730333999587,0.0015614566775070812,-0.003820794586616697,0.006930068196826058,0.5945945945945946,0.0024433946060173403,0.0018683529749929286,0.5990200888810693,0.6333333333333258,-0.5000000000000071,2.266666666666626,0.5743243243243243,False,False,True
"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",145,8,145,145,145,0.0008989683563138577,0.0008879023307436182,0.000854379441181007,0.009328848796177373,0.0007747187247615344,-0.0006640692593516003,0.0023728281417136144,0.00018424041019967459,-0.0045608726505873085,0.004631795257625783,0.5241379310344828,0.0010174411656495713,0.0006718788174933577,1.167707842732465,0.9000000000000037,-0.21517241379310376,2.343434343434365,0.5448275862068965,False,False,True
SERVICES-MANAGEMENT CONSULTING SERVICES,142,8,142,142,142,0.0008803690110108124,0.0008879023307436182,0.0001330801944373306,0.006907561675344869,0.000579669698923406,-0.0010030724154525452,0.0012692328043272065,0.0002694210841909019,-0.0035594489755924304,0.003843367055330774,0.5211267605633803,0.00013637198926638193,4.230040832393621e-17,1.0579664093733292,0.9555555555555588,0.2133333333333288,1.7777777777777795,0.5140845070422535,False,False,True
INDUSTRIAL ORGANIC CHEMICALS,141,7,141,141,141,0.0008741692292431306,0.0007769145394006659,-0.00019613912499892377,0.008836607057647116,0.0007441765609307479,-0.0016547251844231895,0.0012624469344253422,-0.0007335247826842042,-0.004588873503934672,0.0033585935923779735,0.46099290780141844,0.00011819909669637405,5.426356589137868e-05,0.9549572773059278,0.9970301230377575,0.3081232492997183,1.4390243902439108,0.5319148936170213,False,False,True
PERSONAL CREDIT INSTITUTIONS,137,8,137,137,137,0.0008493701021724036,0.0008879023307436182,0.003611005190300476,0.010293772773046096,0.0008794563595448229,0.0018872707255926232,0.005334739655008329,0.00295468768875808,-0.0018202215356419838,0.007712964628255761,0.6277372262773723,0.0033588404064323137,0.003521281826163287,0.7466057123430734,0.755409043505272,0.2727865990435661,1.300000000000002,0.6423357664233577,False,False,True
PIPE LINES (NO NATURAL GAS),137,7,137,137,137,0.0008493701021724036,0.0007769145394006659,-0.00183920983438879,0.010775017611234438,0.0009205718808191103,-0.003643530720794246,-3.488894798333382e-05,-0.002620324339106269,-0.0066952308216106865,0.003742670588324812,0.41605839416058393,-0.0008156560381463553,-0.000766260162601689,1.0546943663564632,1.0467289719626143,0.7967645457483008,1.3084112149532763,0.44525547445255476,False,False,True
ASSET-BACKED SECURITIES,136,11,136,136,136,0.0008431703204047217,0.001220865704772475,0.004759902479074429,0.01624726711272255,0.001393191661132166,0.002029246823255384,0.0074905581348934745,0.0028580861097240538,-0.0016174595903386615,0.011358641184902023,0.6838235294117647,0.005448326065012125,0.004080459770114859,0.09039511247670193,0.3936883411769827,-0.16232712029797136,0.9899999999999984,0.7720588235294118,False,False,True
"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",136,7,136,136,136,0.0008431703204047217,0.0007769145394006659,0.001323311283796823,0.008565546972888935,0.0007344895934110759,-0.00011628831928888568,0.0027629108868825318,0.0009471413662527368,-0.0024688027638461417,0.0036724705007199444,0.5588235294117647,0.0015596512667097541,0.0012401818933444747,0.26514745210082064,0.555555555555524,-0.5499999999999972,1.5416666666666856,0.5808823529411765,False,False,True
BEVERAGES,135,9,135,135,135,0.00083697053863704,0.0009988901220865706,0.0008701500364226163,0.011147550639167232,0.0009594283994777453,-0.0010103296265537643,0.002750629699398997,5.391891545351922e-05,-0.0030960091595446156,0.004621219260860113,0.5037037037037037,0.0011334402987961804,0.0011419870574800428,0.8136744353236754,0.8453608247422904,0.09732360097321666,1.323529411764728,0.5703703703703704,False,False,True
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,127,12,127,127,127,0.0007873722844955858,0.0013318534961154272,-0.00021580710894352436,0.01155748354134061,0.001025560825287819,-0.0022259063265076496,0.0017942921086206009,0.000621220847890724,-0.003536554857713704,0.0033445973358373913,0.5511811023622047,-0.0001157871325453216,0.0006539321975562804,1.3011989341455694,0.8766233766233914,-0.8064516129032259,2.7666666666666613,0.5748031496062992,False,False,True
"OIL & GAS FIELD SERVICES, NEC",124,9,124,124,124,0.0007687729391925404,0.0009988901220865706,0.0030967472774001727,0.010355810097070118,0.0009299792001081019,0.001273988045188293,0.004919506509612053,0.0026503446192650748,-0.002555721440494406,0.008806514335901142,0.6129032258064516,0.0033715588300833187,0.0038350910834132517,-0.9655848505745479,0.19999999999999574,-1.5000000000000124,1.5714285714285632,0.6451612903225806,False,False,True
MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),122,8,122,122,122,0.0007563733756571769,0.0008879023307436182,8.09078556044245e-05,0.013277968570103958,0.0012021307904234748,-0.002275268493625586,0.002437084204834435,0.0001718837564479792,-0.003323176180701715,0.0046499999999999875,0.5163934426229508,0.00041825094189723577,0.0009304922303899344,2.0752948313777253,0.8000000000000114,-1.945945945945943,3.0666666666666726,0.5573770491803278,False,False,True
