ticker,n_days,total_volume,total_trades,last_close
LEE,1,75963,777,9.78
LEG,1,1412804,16934,23.28
LEGH,1,85937,967,25.26
LEGN,1,383378,6858,58.72
LEGR,1,23796,287,40.41
LEGT.U,1,579893,241,10.06
LEJU,1,62011,333,1.26
LEMB,1,76860,166,35.86
LEN,1,1284426,25955,153.29
LEN.B,1,35086,1675,142.21
LEO,1,130619,411,5.98
LESL,1,3932939,28555,7.66
LEU,1,229402,5441,46.54
LEV,1,152892,544,1.75
LEV.WS,1,29495,12,0.044
LEV.WS.A,1,4000,4,0.34
LEVI,1,2702468,25688,17.83
LEXI,1,35,1,27.0514
LEXX,1,138118,674,1.9
LEXXW,1,1213,13,0.8046
LFCR,1,293399,3396,8.32
LFEQ,1,5081,31,42.06
LFLY,1,14641,194,3.6
LFLYW,1,836,4,0.035
LFMD,1,279677,3705,5.79
LFMDP,1,506640,131,18.85
LFST,1,992620,9100,6.47
LFT,1,65555,384,2.24
LFTpA,1,4811,62,19.68
LFUS,1,54416,3443,241.91
LFVN,1,42630,630,6.2
LFWD,1,134505,386,0.9151
LGCB,1,44068,247,1.95
LGF.A,1,869772,10350,10.8
LGF.B,1,936415,9915,10.1
LGH,1,29052,149,43.56
LGHL,1,30993,147,1.0
LGHLW,1,69143,49,0.0047
LGHT,1,524,6,10.2124
LGI,1,26091,202,15.67
LGIH,1,145086,5263,118.96
LGL,1,1880,52,6.44
LGL.WS,1,6500,19,0.3
LGLV,1,9405,206,147.8574
LGLZ,1,59,7,24.4507
LGMK,1,21751,167,0.9976
LGND,1,173726,2662,75.41
LGO,1,25420,208,1.86
LGOV,1,271259,654,21.43
LGRO,1,2813,24,29.3612
LGST,1,7723,126,4.53
LGVC,1,731,19,10.85
LGVN,1,150004,556,0.5156
LH,1,592196,12809,222.8
LHX,1,895401,19624,209.3
LI,1,4437258,39618,30.5
LIAN,1,13978,186,4.09
LIBYU,1,1404,29,11.5
LICN,1,91798,318,1.21
LICY,1,1711897,6487,0.3988
LIDR,1,119113,668,1.3
LIDRW,1,21128,12,0.0069
LIFE,1,1524984,3480,1.97
LIFW,1,230661,946,0.77
LIFWW,1,70157,21,0.0032
LIFWZ,1,15000,36,0.02
LII,1,273704,10038,448.35
LILA,1,218831,3152,6.78
LILAK,1,1022914,10540,6.86
LILM,1,2396215,5360,0.9306
LILMW,1,21403,46,0.096
LIN,1,1471647,35807,414.0
LINC,1,117915,1272,10.11
LIND,1,213506,3239,9.31
LINK,1,4763,84,11.67
LIPO,1,10976,61,1.0
LIQT,1,990,41,3.24
LIT,1,456228,6181,41.69
LITB,1,38337,144,1.02
LITE,1,11259744,104034,45.585
LITM,1,126184,297,0.88
LITP,1,9564,55,9.02
LIVE,1,2398,63,24.1
LIVN,1,459848,5160,50.71
LIXT,1,13237,46,2.06
LIXTW,1,4500,1,0.05505
LJAN,1,1968,18,24.67
LKCO,1,330160,683,0.6498
LKFN,1,99291,2811,65.05
LKOR,1,2688,37,43.3264
LKQ,1,1161542,18185,47.54
LL,1,155634,1108,2.3
LLAP,1,2140911,4808,0.8567
LLY,1,4555268,112061,735.68
LLYVA,1,181569,2668,36.13
LLYVK,1,234057,4198,36.78
LMAT,1,129481,3477,61.2
LMB,1,80248,1704,42.9
LMBS,1,490091,1411,48.2
LMFA,1,398245,533,0.4301
LMND,1,1087511,12421,16.06
LMND.WS,1,19162,5,0.016
LMNR,1,21334,639,17.77
LMT,1,956620,33661,427.0
LNC,1,3085398,30669,26.41
LNCpD,1,29987,320,28.4
LND,1,89020,718,4.95
LNG,1,1931483,30788,159.02
LNGG,1,1022,4,23.4239
LNGZ,1,22,1,24.4237
LNKB,1,132596,1295,6.81
LNN,1,107617,2492,128.68
LNSR,1,74011,480,4.76
LNT,1,1440048,20427,47.48
LNTH,1,607408,13759,55.56
LNW,1,355088,8037,85.45
LNZA,1,254774,3084,3.22
LNZAW,1,3792,15,0.312501
LOAN,1,17936,128,4.66
LOB,1,164869,3921,37.62
LOCL,1,6323,105,2.34
LOCO,1,127187,2702,9.15
LOCT,1,518,8,24.09
LODE,1,392115,665,0.4691
LOGI,1,313074,6095,84.6
LOMA,1,342214,3560,6.22
LONZ,1,10503,94,50.285
LOOP,1,18135,145,3.26
LOPE,1,147950,6887,132.06
LOPP,1,35,3,24.6493
LOUP,1,48660,206,46.14
LOVE,1,136107,2719,23.78
LOW,1,1880524,42067,220.39
LOWV,1,3582,27,62.15
LPCN,1,8783,92,4.01
LPG,1,763727,12042,36.03
LPL,1,284113,1658,4.37
LPLA,1,346351,9742,243.81
LPRO,1,209218,3344,7.37
LPSN,1,776865,5303,2.67
LPTH,1,40645,175,1.55
LPTV,1,105598,423,0.64
LPTX,1,146392,1259,3.445
LPX,1,765918,16248,69.12
LQAI,1,881,28,28.8182
LQD,1,25595944,73388,108.3
LQDA,1,879471,9928,14.68
LQDB,1,2575,77,85.291
LQDH,1,12966,160,93.23
LQDI,1,9182,72,25.75
LQDT,1,432945,6345,15.46
LQDW,1,53482,430,29.26
LQIG,1,2212,33,95.4511
LQR,1,1152445,5458,3.19
LRCX,1,853425,30954,864.36
LRE,1,1804,60,5.14
LRFC,1,6090,66,22.33
LRGC,1,9380,9,57.1602
LRGE,1,13464,95,64.9
LRGF,1,68700,510,50.63
LRHC,1,830,17,1.63
LRMR,1,284647,1450,6.28
LRN,1,607322,12544,60.12
LRND,1,62,4,30.1731
LRNZ,1,28611,390,40.13
LSAF,1,6230,48,35.7573
LSAK,1,52919,214,3.9035
LSAT,1,14223,93,34.95
LSBK,1,1744,21,11.8
LSCC,1,3905119,50639,68.05
LSDI,1,118843,283,0.2525
LSEA,1,182891,3272,12.08
LSEAW,1,8275,27,0.281
LSEQ,1,1,1,25.4955
LSF,1,20675,84,0.81
LSGR,1,837,23,30.7645
LSPD,1,9051929,90949,14.8
LSST,1,13498,9,23.93
LSTA,1,5612,74,2.61
LSTR,1,318081,10806,190.51
LSXMA,1,801049,10642,30.39
LSXMK,1,1878275,19725,30.23
LTBR,1,35616,333,2.89
LTC,1,270280,4594,30.64
LTH,1,419887,6813,13.67
LTL,1,1183,19,59.43
LTPZ,1,94466,795,54.93
LTRN,1,12132,147,4.15
LTRX,1,423991,4606,5.81
LTRY,1,123852,567,2.03
LTRYW,1,322,3,0.0135
LU,1,3299710,12789,2.31
LUCD,1,87757,610,1.27
LUCY,1,87590,230,0.4184
LULU,1,1507059,39573,472.98
LUMN,1,14462151,27605,1.5
LUMO,1,10655,99,3.03
LUNA,1,80789,1057,7.5
LUNG,1,423271,3683,14.32
LUNR,1,2098096,11403,3.78
LUNRW,1,17465,39,0.422
LUV,1,10879961,80755,32.33
LUX,1,952,19,24.5426
LUXH,1,599068,4301,2.92
LUXHP,1,956,28,21.1
LUXX,1,929,28,25.3869
LVHD,1,174964,535,34.74
LVHI,1,137177,683,27.74
LVLU,1,6620,92,2.04
LVO,1,675050,2040,1.49
LVOL,1,69,1,49.8205
LVRO,1,8822,83,8.2422
LVS,1,6120689,64345,53.61
LVTX,1,95925,530,1.68
LVWR,1,22296,393,10.82
LVWR.WS,1,84409,82,0.2449
LW,1,1250546,20949,100.88
LWAY,1,64295,1503,11.76
LWLG,1,381482,2921,4.63
LX,1,840233,2977,1.72
LXEH,1,98691,515,4.41
LXEO,1,37036,949,16.83
LXFR,1,115351,2023,7.81
LXP,1,2297885,11016,9.03
LXPpC,1,3851,51,46.15
LXRX,1,2931481,8478,2.3
LXU,1,439024,4636,7.65
LYB,1,1688929,23365,94.98
LYEL,1,1151512,6587,1.71
LYFT,1,9890864,55745,12.78
LYG,1,9592313,12138,2.05
LYRA,1,257213,1638,4.81
LYT,1,6582043,5000,0.0839
LYTS,1,71317,1745,13.79
LYV,1,1910084,23962,88.0
LZ,1,1112120,11400,10.41
LZB,1,396087,6478,37.65
LZM,1,27029,446,5.88
LZM.WS,1,1000,5,0.4209
M,1,5786539,36831,19.24
MA,1,1882575,48053,458.26
MAA,1,1421383,22942,124.48
MAApI,1,1620,31,56.22
MAC,1,2998521,22673,17.13
MACK,1,83998,730,13.62
MAG,1,425463,4445,8.82
MAGA,1,1263,32,42.0742
MAGG,1,0,0,20.425
MAGS,1,190640,1603,37.0
MAIA,1,102365,248,1.43
MAIN,1,307744,6162,44.57
MAKX,1,12,2,36.4737
MAMA,1,216280,2169,4.41
MAMB,1,4902,29,22.0
MAN,1,238374,6909,72.93
MANH,1,370299,10558,247.02
MANU,1,3655774,18464,21.7
MAPP,1,2000,4,20.7439
MAPS,1,475317,1353,0.9398
MAPSW,1,5259,13,0.0401
MAR,1,1025176,27124,249.58
MARA,1,106819242,498065,21.58
MARB,1,18695,122,19.74
MARK,1,5085266,9892,0.55
MARPS,1,5612,61,4.53
MART,1,297,1,29.7449
MARW,1,679,10,28.2149
MARX,1,5901,22,10.65
MARZ,1,786,16,28.9232
MAS,1,5900144,75167,73.32
MASI,1,493003,13247,136.67
MASS,1,92405,1735,7.14
MAT,1,7500232,62512,18.87
MATH,1,12763,86,1.26
MATV,1,373251,5587,11.77
MATW,1,162927,3294,28.78
MATX,1,202306,6914,118.58
MAV,1,35257,209,8.09
MAX,1,227560,2842,13.75
MAXI,1,17986,223,20.38
MAXN,1,1303563,12445,4.81
MAYT,1,1192,8,28.8665
MAYW,1,2464,17,27.5801
MAYZ,1,0,0,27.0459
MBB,1,2066166,13429,92.24
MBBB,1,246,10,21.1416
MBC,1,1196212,15065,14.72
MBCC,1,7001,62,31.343
MBCN,1,6296,184,24.2
MBI,1,367033,5358,6.06
MBIN,1,72210,2563,39.24
MBINM,1,12251,102,25.4
MBINN,1,4429,72,21.69
MBINO,1,5262,43,24.1997
MBINP,1,7217,35,24.79
MBIO,1,36392,166,1.28
MBLY,1,1685466,20069,26.44
MBND,1,8044,11,27.375
MBNE,1,160,15,29.715
MBNKP,1,7574,49,24.9512
MBOT,1,61616,344,1.23
MBOX,1,97,10,29.5413
MBRX,1,135074,392,0.493
MBSD,1,5289,46,20.36
MBTC,1,951,14,11.3
MBUU,1,149523,3370,46.61
MBWM,1,75011,2216,37.17
MC,1,1118258,16387,55.22
MCAA,1,10015,4,11.37
MCACR,1,200,2,0.1463
MCACW,1,216555,34,0.0111
MCAF,1,986,61,13.1
MCAFR,1,3013,6,0.2
MCAFU,1,708,21,15.8
MCAGR,1,1475,5,0.1022
MCB,1,119095,2823,41.95
MCBC,1,38734,444,9.95
MCBS,1,10509,275,23.2
MCD,1,4398780,85052,291.93
MCFT,1,131203,2429,21.13
MCH,1,8881,47,17.45
MCHI,1,5766119,23100,37.29
MCHP,1,6086039,70353,84.35
MCHS,1,10,2,23.6335
MCHX,1,23479,178,1.35
MCI,1,37259,210,18.5
MCK,1,2280347,49758,494.23
MCN,1,16708,101,7.1
MCO,1,706967,21554,398.0
MCR,1,121790,167,6.43
MCRB,1,2809317,6256,1.035
MCRI,1,103586,2723,70.8
MCS,1,586293,6906,14.03
MCSE,1,0,0,14.9961
MCVT,1,2957,56,2.31
MCW,1,1122842,10007,8.98
MCY,1,200306,4098,40.01
MD,1,632275,7979,8.99
MDAI,1,730587,3059,2.19
MDAIW,1,22390,57,0.2299
MDB,1,1264875,39027,475.12
MDBH,1,7560,83,10.96
MDC,1,1419443,9423,62.4
MDCP,1,7,3,27.1404
MDEV,1,5456,17,20.5353
MDGL,1,1389447,26626,171.37
MDGS,1,2292,44,2.94
MDIA,1,3171,35,0.5088
MDIV,1,64817,298,15.42
MDJH,1,25784,140,1.24
MDLV,1,255,10,24.2806
MDLZ,1,4793782,58286,74.76
MDRR,1,836,21,5.4205
MDRRP,1,1081,11,24.72
MDRX,1,5646775,29089,8.5
MDT,1,5865932,68380,86.18
MDU,1,2100625,18469,19.88
MDV,1,16458,196,14.85
MDVL,1,85254,589,3.2
MDWD,1,8570,102,12.14
MDXG,1,584541,6327,7.78
MDXH,1,46853,257,3.54
MDY,1,428433,8914,509.11
MDYG,1,103232,699,78.21
MDYV,1,185263,1285,71.22
ME,1,16304722,24937,0.6301
MEAR,1,34132,154,50.06
MEC,1,25774,447,12.36
MED,1,142834,4460,54.68
MEDI,1,3733,26,25.9466
MEDP,1,273098,10794,318.43
MEDS,1,14010,191,4.16
MEDX,1,95,7,28.9
MEG,1,172321,3142,32.93
MEGI,1,125575,623,12.77
MEGL,1,1293175,2901,0.829949
MEI,1,135870,2960,20.94
MEIP,1,11027,131,4.6
MELI,1,295936,17204,1732.83
MEM,1,7922,37,27.9062
MEMS,1,2445,5,25.3214
MEMX,1,2237,12,28.0783
MEOH,1,282554,5021,45.97
MERC,1,506733,5115,8.0
MERpK,1,85322,278,25.61
MESA,1,157294,529,0.946
MESO,1,51882,378,1.8
MET,1,3265016,42797,66.75
META,1,17871789,292476,470.0
METC,1,709494,11890,16.61
METCB,1,27499,305,11.27
METCL,1,835,10,25.54
METV,1,366778,2531,12.14
METpA,1,55986,462,24.07
METpE,1,85614,422,24.66
METpF,1,156360,870,21.76
MEXX,1,14341,199,33.44
MFA,1,811037,7293,10.73
MFAN,1,20266,128,24.94
MFApB,1,5563,75,21.0
MFApC,1,23444,124,21.3
MFC,1,4195478,13847,22.47
MFD,1,9075,75,7.45
MFDX,1,15137,68,28.8296
MFEM,1,4300,34,19.03
MFG,1,1018713,4104,3.6
MFH,1,7475,127,3.12
MFIC,1,95631,1544,13.68
MFICL,1,5543,30,25.34
MFIN,1,40215,943,10.06
MFLX,1,4860,24,17.0
MFM,1,103487,463,5.25
MFUL,1,10728,18,20.93
MFUS,1,11125,67,43.9981
MFV,1,16348,71,4.13
MG,1,36270,555,7.87
MGA,1,1605738,19744,58.68
MGAM,1,339746,367,0.2518
MGC,1,59799,1080,179.08
MGEE,1,136075,3762,64.59
MGF,1,13386,31,3.2
MGIC,1,30122,544,10.57
MGIH,1,29245,67,1.07
MGK,1,525459,5514,279.88
MGLD,1,2556,41,0.7807
MGM,1,5483216,57749,46.43
MGMT,1,7557,47,35.68
MGNI,1,875326,10485,9.32
MGNR,1,7773,19,24.3317
MGNX,1,1986322,18506,18.3
MGOL,1,108682,293,0.3783
MGOV,1,10389,28,20.22
MGPI,1,128398,3985,85.57
MGR,1,36657,414,24.25
MGRB,1,10047,202,19.3301
MGRC,1,481847,9036,129.74
MGRD,1,3888,79,17.45
MGRM,1,28486,235,3.18
MGRX,1,2368588,3508,0.3993
MGTX,1,113119,1391,6.29
MGV,1,350989,1406,112.31
MGY,1,2712912,25483,20.48
MGYR,1,3753,40,11.5001
MHD,1,101532,492,11.91
MHF,1,23201,71,6.58
MHH,1,16465,70,8.51
MHI,1,60803,271,8.76
MHK,1,1021621,20310,109.61
MHLD,1,84674,416,1.75
MHN,1,78321,284,10.61
MHNC,1,1213,52,18.46
MHO,1,185079,7198,122.36
MHUA,1,315946,592,0.951
MI,1,172076,384,0.17
MICS,1,6881,152,0.6898
MID,1,3344,20,53.1531
MIDD,1,220603,6556,145.35
MIDE,1,946,9,27.7394
MIDU,1,39732,469,43.83
MIG,1,1373,6,21.13
MIGI,1,961748,3431,2.66
MILN,1,9330,122,36.95
MIMO,1,1519977,1492,0.1481
MIN,1,157636,247,2.75
MIND,1,660,25,5.8506
MINDP,1,1345,26,7.7001
MINM,1,162782,1644,4.32
MINN,1,2308,8,22.28
MINO,1,8741,73,45.4
MINT,1,721253,2038,100.13
MINV,1,6197,29,23.8972
MIO,1,40797,292,11.0
MIR,1,1173186,8699,9.79
MIR.WS,1,3328,15,1.63
MIRA,1,140168,411,0.9955
MIRM,1,408439,6991,27.02
MISL,1,20407,93,25.37
MIST,1,38561,166,1.64
MITA,1,504,14,10.75
MITK,1,282884,4496,12.45
MITN,1,20928,169,25.03
MITQ,1,30078,102,0.8199
MITT,1,177877,1959,6.04
MITTpA,1,2226,16,19.7145
MITTpB,1,5667,32,19.17
MITTpC,1,13247,113,23.33
MIXT,1,184099,1595,9.59
MIY,1,18846,83,11.4
MJ,1,2277553,4943,3.78
MJUS,1,66731,236,2.3
MKAM,1,0,0,27.1295
MKC,1,1919739,19872,65.82
MKC.V,1,278,15,65.675
MKFG,1,331597,1245,0.61
MKFG.WS,1,651,2,0.062399
MKL,1,63166,8428,1408.45
MKOR,1,2450,15,24.935
MKSI,1,1107167,18367,114.11
MKTW,1,63944,420,2.27
MKTX,1,381048,12343,224.19
ML,1,101596,2760,48.95
ML.WS,1,27076,38,0.101
MLAB,1,53695,2240,93.39
MLCO,1,2470573,20041,8.77
MLEC,1,8688,90,1.87
MLECW,1,401,2,0.0549
MLGO,1,129634209,245058,1.04
MLI,1,746484,13013,49.4
MLKN,1,533228,10941,27.3
MLM,1,345901,12108,525.41
MLN,1,424813,694,17.92
MLNK,1,676063,9030,18.6
MLP,1,14664,423,19.39
MLPA,1,227132,1142,44.89
MLPB,1,2084,15,21.832
MLPR,1,2081,28,51.2053
MLPX,1,56663,488,43.39
MLR,1,51216,1242,42.59
MLSS,1,38718,164,0.6224
MLTX,1,305615,4747,61.25
MLYS,1,1398250,8954,14.03
MMAT,1,276923,3350,2.82
MMC,1,1175710,25849,196.8
MMCA,1,14501,40,21.7065
MMD,1,48269,231,16.53
MMI,1,107354,3312,37.73
MMIN,1,37185,92,24.31
MMIT,1,85561,189,24.4
MMLG,1,11994,56,26.2062
MMLP,1,24140,158,2.2
MMM,1,3917985,66484,93.2
MMS,1,1168934,17622,78.82
MMSC,1,4227,14,18.0
MMSI,1,415099,8276,79.2
MMT,1,96133,157,4.66
MMTM,1,999,39,217.5788
MMU,1,118204,507,10.17
MMV,1,4295,55,0.9
MMYT,1,540332,7131,57.55
MNA,1,186443,178,31.38
MNBD,1,1004,7,25.7722
MNDO,1,8782,92,2.07
MNDY,1,1107306,24717,227.07
MNKD,1,889125,5462,3.43
MNMD,1,798245,6936,4.4
MNOV,1,24077,107,1.4
MNPR,1,3504,25,0.3266
MNR,1,77817,1104,17.7
MNRO,1,528476,10702,32.59
MNSB,1,9720,224,18.14
MNSBP,1,2116,14,23.26
MNSO,1,714276,11190,16.36
MNST,1,4232796,43288,56.49
MNTK,1,158034,2542,6.47
MNTL,1,112,3,25.712
MNTN,1,110252,278,10.96
MNTS,1,1003617,3380,0.9207
MNTSW,1,158847,63,0.0049
MNTX,1,27837,964,8.0
MNY,1,4941273,16876,1.4
MNYWW,1,47931,34,0.0422
MO,1,14584048,86838,40.09
MOAT,1,913279,7121,85.16
MOB,1,64880,292,1.34
MOBBW,1,12248,25,0.185
MOBX,1,59619,639,2.547
MOBXW,1,47885,138,0.23
MOD,1,908371,12965,71.59
MODD,1,58882,279,1.48
MODG,1,2413917,19723,13.45
MODL,1,14576,70,34.42
MODN,1,550189,7638,28.15
MODV,1,106436,2644,43.05
MOFG,1,17999,477,23.6
MOG.A,1,86518,3066,143.26
MOGO,1,31192,260,1.61
MOGU,1,3401,33,2.0454
MOH,1,842478,21796,381.49
MOHR,1,11037,16,21.2
MOLN,1,582,13,4.5754
MOMO,1,1815134,12136,6.12
MOND,1,157629,741,2.21
MOO,1,34540,903,71.16
MOOD,1,705,5,26.9069
MOON,1,8115,223,10.35
MOR,1,3243095,17957,17.15
MORF,1,338449,7133,38.71
MORN,1,104099,3257,276.77
MORT,1,175317,953,10.8
MOS,1,3484454,34412,30.09
MOTE,1,500,2,25.9831
MOTG,1,586,13,34.7399
MOTI,1,11552,76,29.7
MOTO,1,578,37,40.708
MOTS,1,127374,478,0.606
MOV,1,101385,2562,27.92
MOVE,1,80831,268,0.604
MP,1,1702894,17730,16.43
MPA,1,14163,66,11.99
MPAA,1,44555,1195,9.58
MPAY,1,75,39,23.3107
MPB,1,10403,260,20.45
MPC,1,1628095,32989,169.68
MPLN,1,1215255,4558,1.09
MPLX,1,2238707,11030,37.79
MPRO,1,12019,80,27.19
MPTI,1,50884,891,34.66
MPU,1,708309,2422,2.47
MPV,1,20901,78,15.37
MPW,1,13669263,26643,3.28
MPWR,1,1654642,46206,737.07
MPX,1,32049,755,10.48
MQ,1,4678658,29437,5.79
MQT,1,50421,259,10.33
MQY,1,156904,598,12.16
MRAD,1,38,6,15.3613
MRAI,1,131648,378,1.12
MRAM,1,61235,1606,8.8
MRBK,1,11206,550,9.88
MRC,1,399653,4675,10.77
MRCC,1,59308,281,7.29
MRCY,1,1300997,20497,26.23
MRDB,1,1726236,4296,0.3745
MREO,1,1040134,5424,4.02
MRGR,1,111,3,40.0237
MRIN,1,61691,260,0.4001
MRK,1,5723038,70910,126.61
MRKR,1,32249,323,4.05
MRM,1,851,44,5.99
MRNA,1,4896360,72734,93.66
MRNS,1,227640,3785,9.99
MRNY,1,70452,732,19.07
MRO,1,13114836,73964,22.7
MRSK,1,21282,33,29.7744
MRSN,1,2683871,16931,4.23
MRT,1,30801,183,0.7332
MRTN,1,224035,5162,19.45
MRUS,1,1226718,13470,40.06
MRVI,1,1558219,10829,5.46
MRVL,1,16749377,168523,71.02
MS,1,6037412,67007,85.65
MSA,1,130625,4367,173.97
MSAI,1,34341,374,2.06
MSAIW,1,16687,27,0.049
MSB,1,36475,343,18.5
MSBI,1,45001,1167,24.33
MSBIP,1,3308,88,24.3
MSC,1,1737,33,7.0
MSCI,1,509495,13693,585.5
MSD,1,80466,411,7.12
MSDL,1,42255,473,20.28
MSEX,1,163969,2371,56.03
MSFD,1,37428,135,14.2375
MSFO,1,20822,440,22.87
MSFT,1,20511468,323802,414.11
MSFU,1,91979,1102,45.44
MSFX,1,27399,217,29.03
MSFY,1,76,27,28.1507
MSGE,1,631121,11063,36.96
MSGM,1,29955,243,2.33
MSGS,1,151351,6833,191.21
MSI,1,927239,29747,328.35
MSM,1,258349,8116,98.38
MSMR,1,235,6,26.6274
MSN,1,10293,29,0.5401
MSOS,1,9027715,33616,9.8
MSOX,1,2214152,6344,6.58
MSS,1,572266,1354,1.1
MSSA,1,7214,9,11.04
MSSAR,1,300,3,0.14
MSTB,1,10526,141,30.07
MSTI,1,2,1,20.4217
MSTQ,1,14,1,29.8431
MSTR,1,2254830,65281,587.81
MSVX,1,1011,15,23.795
MSpA,1,49025,400,22.93
MSpE,1,41304,365,25.34
MSpF,1,24201,366,25.29
MSpI,1,50577,382,25.08
MSpK,1,47036,417,24.7
MSpL,1,18587,215,22.845
MSpO,1,132861,714,19.64
MSpP,1,57810,468,26.55
MT,1,3196924,29244,28.66
MTA,1,517259,2103,2.65
MTAL,1,17574,356,12.63
MTAL.WS,1,4842,4,2.28
MTB,1,1079107,23022,131.62
MTBA,1,86658,561,51.08
MTBL,1,7720,56,0.9001
MTBpH,1,14459,201,24.65
MTC,1,82495,578,1.74
MTCH,1,5067099,52937,35.03
MTD,1,213454,10658,1224.97
MTDR,1,1075712,16540,55.42
MTEK,1,50657,139,1.2199
MTEM,1,6873,88,3.51
MTEST,1,100,2,25.005
MTEX,1,1312,68,8.95
MTG,1,3292404,25851,18.93
MTGP,1,3664,29,43.445
MTH,1,431535,11740,154.55
MTLS,1,63843,378,5.53
MTN,1,237032,8978,221.76
MTNB,1,270960,832,0.205
MTR,1,1875,62,10.21
MTRN,1,50594,2239,121.56
MTRX,1,865682,10006,11.34
MTSI,1,651056,11308,82.45
MTTR,1,1262123,6836,2.34
MTUL,1,0,0,23.0797
MTUM,1,504409,4249,176.11
MTW,1,182465,2963,17.04
MTX,1,373860,3074,69.71
MTZ,1,584425,10665,69.26
MU,1,12434964,130723,84.88
MUA,1,23021,127,10.79
MUB,1,3635954,12899,107.62
MUC,1,129967,586,11.08
MUE,1,52671,273,9.95
MUFG,1,3563489,11793,9.24
MUI,1,348022,1278,11.67
MUJ,1,93989,507,11.45
MULN,1,501252,4858,6.87
MUNI,1,152606,679,52.39
MUR,1,1727217,19728,38.21
MURA,1,158687,1824,4.26
MUSA,1,748180,20157,401.39
MUSI,1,3072,53,43.3
MUSQ,1,10120,40,24.8306
MUST,1,561337,332,20.58
MUX,1,285793,3713,6.86
MVBF,1,21406,443,21.5
MVF,1,123685,442,7.03
MVIS,1,1916440,11359,2.47
MVLA,1,65557,225,0.3312
MVLAW,1,3734,19,0.0173
MVO,1,31351,296,11.86
MVPA,1,39660,402,25.56
MVPS,1,660,7,20.8792
MVRL,1,6865,74,16.5593
MVST,1,1887615,5603,0.926
MVSTW,1,16116,18,0.095
MVT,1,70703,196,10.77
MVV,1,11896,114,57.7
MWA,1,941802,9640,13.89
MWG,1,99966,76,0.3121
MX,1,251976,3470,6.72
MXC,1,1519,41,9.95
MXCT,1,505792,5212,4.85
MXE,1,5317,45,11.24
MXF,1,31788,240,18.9
MXI,1,4948,90,81.6985
MXL,1,513447,8589,18.27
MYD,1,106316,509,10.74
MYE,1,93956,1923,18.68
MYFW,1,51435,468,14.9
MYGN,1,370303,6573,22.12
MYI,1,205650,900,11.28
MYLD,1,683,11,25.2658
MYMD,1,822354,2030,0.1419
MYN,1,65522,298,10.28
MYNA,1,3485,155,5.4292
MYND,1,9287,302,4.9
MYNZ,1,254435,613,1.15
MYO,1,153429,1320,3.62
MYPS,1,157369,1870,2.17
MYPSW,1,13201,26,0.0672
MYRG,1,84277,3090,154.03
MYSZ,1,4178,55,0.44
MYTE,1,114850,251,2.75
MYY,1,7881,26,21.5528
MZZ,1,3959,39,12.62
NA,1,15766,219,1.23
NAAS,1,2602449,7014,1.9
NABL,1,319228,4613,13.54
NAC,1,444998,1758,11.0
NACP,1,12949,100,36.28
NAD,1,528731,1518,11.3
NAII,1,1700,22,6.15
NAIL,1,141852,2369,110.29
NAK,1,1264591,3744,0.2513
NAMS,1,187492,1409,19.57
NAMSW,1,4460,7,8.5
NAN,1,52324,307,10.94
NANC,1,13025,454,32.44
NANR,1,61110,186,48.0862
NAOV,1,106352,356,1.08
NAPA,1,575569,5104,8.67
NAPR,1,11610,59,45.02
NARI,1,247132,7103,57.53
NAT,1,1608433,6874,4.19
NATH,1,2442,185,65.92
NATL,1,273649,5406,22.75
NATR,1,23087,584,17.82
NAUT,1,45085,418,2.7
NAVI,1,1003735,13169,16.11
NAZ,1,14062,63,10.86
NB,1,131687,648,2.98
NBB,1,45484,319,15.94
NBBK,1,291279,2472,14.05
NBCC,1,9,3,22.8685
NBCE,1,8,1,22.5461
NBCM,1,29719,132,20.74
NBCT,1,400,3,24.0447
NBDS,1,390,7,27.9815
NBGR,1,2,2,26.3099
NBH,1,61892,438,10.33
NBHC,1,102653,2696,33.8
NBIX,1,1011055,21388,134.42
NBN,1,6649,333,53.06
NBOS,1,303233,213,25.73
NBR,1,307613,7525,80.44
NBSE,1,69199,180,0.67
NBSTW,1,5400,1,0.05
NBTB,1,182790,4404,33.59
NBTX,1,3868,76,7.51
NBXG,1,213169,901,11.76
NBY,1,2255657,2563,0.1419
NC,1,6560,424,36.24
NCA,1,23794,99,9.0
NCDL,1,84981,442,17.75
NCL,1,355455,808,0.77
NCLH,1,9315087,54428,17.5
NCMI,1,230408,3386,3.73
NCNA,1,74627,135,0.298
NCNC,1,512488,1007,0.171
NCNCW,1,3220,6,0.0059
NCNO,1,407604,7663,31.18
NCPL,1,291203,649,0.1518
NCPLW,1,9900,13,0.0174
NCRA,1,6141,34,1.1
NCSM,1,2642,39,14.99
NCTY,1,65112,433,5.98
NCV,1,255202,555,3.34
NCVpA,1,500,2,21.97
NCZ,1,440694,923,2.92
NCZpA,1,7517,27,21.1976
NDAQ,1,1314224,21242,56.76
NDIA,1,6781,34,28.4922
NDIV,1,2112,37,26.2982
NDJI,1,2473,31,21.23
NDLS,1,134770,1961,2.61
NDMO,1,204045,725,10.59
NDP,1,8940,68,28.76
NDRA,1,87987,306,1.14
NDSN,1,231589,9003,261.87
NDVG,1,116,2,28.72
NE,1,897905,14181,44.69
NE.WS,1,1641,15,25.46
NE.WS.A,1,1801,18,21.885
NEA,1,594007,1842,10.97
NEAR,1,522638,1404,50.43
