ticker,n_days,total_volume,total_trades,last_close
CVGW,1,151465,3494,26.9
CVI,1,660193,10813,35.02
CVIE,1,71579,25,53.7917
CVII,1,12182,63,10.61
CVIIU,1,1456,9,10.41
CVIIW,1,3291,24,0.3
CVKD,1,1718407,3414,0.91
CVLC,1,1418,21,62.3783
CVLG,1,44376,1303,51.23
CVLT,1,413452,8703,93.92
CVLY,1,6467,151,22.35
CVM,1,143478,1151,2.85
CVMC,1,1956,14,53.8722
CVNA,1,8114743,80535,52.39
CVR,1,4990,121,16.0
CVRD,1,0,0,20.6304
CVRT,1,685,12,27.0704
CVRX,1,74978,1901,24.37
CVS,1,11966557,96170,75.08
CVSB,1,3588,86,50.417
CVSE,1,202,4,60.299
CVU,1,15552,86,2.82
CVV,1,11988,101,4.66
CVX,1,9129377,119036,154.06
CVY,1,19622,148,23.5712
CW,1,187168,6188,226.45
CWAN,1,713627,7897,19.01
CWB,1,257643,2550,71.85
CWBC,1,8615,299,13.9
CWCO,1,141628,3008,30.01
CWD,1,27231,92,1.18
CWEB,1,818305,6340,25.6
CWEN,1,921408,10453,22.94
CWEN.A,1,152898,2895,21.32
CWH,1,868140,13712,24.5
CWI,1,327325,660,26.84
CWK,1,2441032,13698,10.16
CWS,1,11853,182,60.7461
CWST,1,252053,6277,87.28
CWT,1,249947,6083,46.66
CX,1,16243531,43558,7.98
CXAI,1,415089,1352,1.25
CXAIW,1,15374,50,0.0946
CXDO,1,223322,1924,5.92
CXE,1,8915,62,3.59
CXH,1,38280,170,7.6
CXM,1,989758,9585,12.85
CXSE,1,70456,190,24.62
CXT,1,220412,5889,59.16
CXW,1,1497225,15641,15.0
CYA,1,3492195,4329,0.0434
CYAN,1,85008,228,0.669999
CYBN,1,4764695,6652,0.332
CYBR,1,1758163,32705,261.6
CYCC,1,45853,481,2.32
CYCCP,1,552,13,20.7
CYCN,1,10132,117,3.94
CYD,1,5610,131,8.63
CYH,1,736238,6238,3.73
CYN,1,4954454,6052,0.178
CYRX,1,325723,5913,15.74
CYT,1,538575,300,3.12
CYTH,1,30001,180,1.75
CYTHW,1,350,12,0.297
CYTK,1,1345909,20043,78.94
CYTO,1,103363,637,1.87
CZA,1,35190,750,93.0875
CZAR,1,2156,11,26.5088
CZFS,1,4393,298,51.45
CZNC,1,22922,439,18.53
CZOO,1,48906,459,5.06
CZR,1,2917967,36647,44.25
CZWI,1,4608,99,11.58
CpJ,1,90469,565,26.01
CpN,1,105913,447,28.98
D,1,3969272,43830,44.18
DAC,1,150800,3272,74.01
DADA,1,1956005,6111,1.74
DAIO,1,15125,165,3.14
DAKT,1,460347,5418,7.52
DAL,1,7536588,59201,40.35
DALI,1,12491,67,22.79
DALN,1,121628,518,4.07
DALT,1,23661,35,8.61
DAN,1,781787,9984,13.5
DAO,1,287645,2213,3.46
DAPP,1,291672,1341,8.4
DAPR,1,4217,21,32.9249
DAR,1,2003585,28998,41.11
DARE,1,212481,442,0.3451
DARP,1,4,3,27.1916
DASH,1,3570686,61419,118.3
DAT,1,688,41,35.9067
DATS,1,33303,317,1.3
DAUG,1,4363,29,36.25
DAVA,1,147252,3123,68.96
DAVE,1,76093,1601,20.11
DAVEW,1,9000,21,0.0273
DAWN,1,324535,5895,15.23
DAX,1,1335,55,30.555
DAY,1,2219900,31892,69.98
DB,1,3439550,9646,12.58
DBA,1,323704,1609,22.06
DBAW,1,3535,23,30.8284
DBB,1,65347,778,16.9
DBC,1,1125136,5188,22.2
DBD,1,94137,2261,30.94
DBE,1,13147,301,20.0762
DBEF,1,415442,1996,38.16
DBEH,1,783,13,26.6951
DBEM,1,6484,72,22.8106
DBEU,1,34248,236,38.29
DBEZ,1,1639,15,42.8204
DBGI,1,47635,276,2.7
DBGR,1,56,1,32.485
DBI,1,886157,9848,9.48
DBJP,1,18173,205,68.32
DBL,1,26495,169,15.35
DBMF,1,207260,895,26.81
DBND,1,28481,174,45.725
DBO,1,270134,1524,14.58
DBP,1,4788,41,48.8824
DBRG,1,1473815,13739,19.89
DBRGpH,1,7161,86,23.24
DBRGpI,1,13324,115,23.15
DBRGpJ,1,8022,118,23.25
DBVT,1,41943,247,0.8689
DBX,1,2555463,29875,32.78
DC,1,66758,583,2.08
DCBO,1,59603,1188,45.37
DCF,1,5369,33,8.46
DCFC,1,7671808,14156,0.108
DCFCW,1,13610,22,0.0172
DCGO,1,578322,5280,3.44
DCI,1,260184,6280,67.05
DCMT,1,3568,19,24.93
DCO,1,66354,2266,49.58
DCOM,1,309456,4503,19.29
DCOMP,1,23288,161,15.4
DCOR,1,51128,165,55.22
DCPH,1,552755,5994,14.17
DCRE,1,33607,76,51.0623
DCTH,1,96299,894,4.58
DD,1,2927248,40162,67.1
DDC,1,220429,648,1.7
DDD,1,686573,6978,4.88
DDEC,1,10466,38,36.6
DDI,1,2672,42,9.0
DDIV,1,584,16,30.0001
DDL,1,151027,696,1.32
DDLS,1,36747,78,32.52
DDM,1,104729,1096,83.07
DDOG,1,4356850,69530,131.45
DDS,1,75383,4008,395.12
DDT,1,4905,68,25.93
DDWM,1,32943,138,31.96
DE,1,1128098,32684,385.83
DEA,1,1469112,10600,11.77
DEC,1,95807,1314,11.94
DECA,1,1422,28,5.01
DECK,1,264260,12047,832.42
DECT,1,198094,60,29.3199
DECW,1,34608,26,28.5027
DECZ,1,4693,33,33.0113
DEED,1,9602,93,20.7865
DEEF,1,41691,10,28.0385
DEEP,1,2863,45,35.1027
DEFI,1,2088,195,54.0859
DEHP,1,106656,272,23.8801
DEI,1,2799587,21345,13.63
DELL,1,2869300,31909,84.8
DEM,1,409598,1920,40.55
DEMZ,1,1193,39,31.47
DENN,1,342769,5053,10.3
DEO,1,545931,11489,147.73
DERM,1,56084,349,4.75
DES,1,167701,1184,30.8
DESK,1,373,14,36.1329
DESP,1,154509,2001,8.56
DEUS,1,6704,35,48.5914
DEW,1,3112,77,47.899
DFAC,1,1700755,2671,30.03
DFAE,1,891410,3015,23.76
DFAI,1,1107287,3603,28.39
DFAR,1,240961,975,21.74
DFAS,1,196434,1097,58.38
DFAT,1,329498,1811,50.58
DFAU,1,478357,1020,34.56
DFAW,1,22836,151,55.67
DFAX,1,604407,1351,24.03
DFCA,1,4813,36,50.587
DFCF,1,417414,1445,42.0
DFE,1,10012,79,57.4048
DFEB,1,6379,35,38.06
DFEM,1,652885,1906,24.59
DFEN,1,176238,1637,22.84
DFEV,1,94934,367,24.9981
DFGP,1,35175,146,52.89
DFGR,1,319881,1069,24.78
DFGX,1,88518,318,52.3566
DFH,1,276273,5390,31.6
DFHY,1,4823,30,21.0758
DFIC,1,1304870,2126,25.12
DFIN,1,184530,4466,64.29
DFIP,1,52269,224,40.91
DFIS,1,292051,862,23.54
DFIV,1,564796,1919,33.64
DFJ,1,32531,259,73.75
DFLI,1,260729,966,0.501
DFLIW,1,15756,10,0.04
DFLV,1,240310,767,27.39
DFND,1,205,3,38.245
DFNL,1,6487,46,30.25
DFNM,1,58465,276,48.265
DFNV,1,11449,51,29.93
DFP,1,52023,390,18.22
DFRA,1,5041,26,28.3033
DFS,1,1236623,23445,108.84
DFSB,1,16745,71,51.2749
DFSD,1,287856,784,47.03
DFSE,1,20386,86,30.93
DFSI,1,39222,128,31.699
DFSU,1,80524,141,32.3904
DFSV,1,490850,2210,28.05
DFUS,1,276064,663,54.13
DFUV,1,204707,736,37.65
DFVE,1,642,7,25.3277
DFVX,1,12723,62,58.61
DG,1,1430107,30978,135.65
DGCB,1,10010,69,52.64
DGHI,1,177158,876,2.0
DGICA,1,17753,448,14.35
DGII,1,240880,4850,29.27
DGIN,1,12495,119,38.4393
DGLY,1,11782,118,2.08
DGP,1,1503,31,42.099
DGRE,1,19277,73,24.99
DGRO,1,1413621,9091,55.18
DGRS,1,10633,136,46.42
DGRW,1,3138194,9298,72.81
DGS,1,606662,3448,48.98
DGT,1,2488,78,120.8556
DGX,1,990180,20471,126.54
DGZ,1,3,1,10.0836
DH,1,667011,7269,9.06
DHAC,1,7506,77,11.8
DHACW,1,141014,25,0.09
DHC,1,507479,3823,2.63
DHCNI,1,12383,136,14.7833
DHCNL,1,11251,114,15.6
DHF,1,412215,824,2.36
DHI,1,1929870,27988,144.58
DHIL,1,26404,1061,159.49
DHR,1,1735401,37225,245.87
DHS,1,29211,603,80.5
DHT,1,2014334,17005,10.99
DHX,1,242919,2121,2.41
DHY,1,1428100,2426,1.98
DIA,1,2549757,29397,387.35
DIAL,1,442006,135,17.69
DIAX,1,62577,258,14.54
DIBS,1,18619,766,4.5
DIEM,1,1018,11,24.7573
DIG,1,112557,812,37.0
DIHP,1,560972,1359,25.59
DIM,1,4052,58,59.2093
DIN,1,138013,3987,46.65
DINO,1,1665974,24236,58.56
DINT,1,86463,140,17.575
DIOD,1,291878,8546,68.74
DIP,1,165,17,26.3945
DIS,1,60005062,568798,110.54
DISO,1,25173,281,22.3302
DISTR,1,1867,14,0.082
DISV,1,352536,1684,25.095
DIT,1,156,25,193.0
DIV,1,150919,1192,16.49
DIVB,1,40116,339,41.43
DIVD,1,867,9,31.5426
DIVG,1,23,5,26.5061
DIVI,1,189559,697,30.45
DIVL,1,7297,22,19.7615
DIVO,1,203607,1668,37.53
DIVS,1,7602,81,26.5666
DIVY,1,1415,17,25.4455
DIVZ,1,13186,42,27.6997
DJAN,1,71176,300,35.25
DJCB,1,352,9,19.6947
DJCO,1,2507,216,319.14
DJD,1,21148,232,46.38
DJIA,1,55759,290,22.29
DJP,1,57808,174,30.01
DJUL,1,24332,67,37.62
DJUN,1,3611,29,39.1061
DK,1,665857,9781,28.11
DKL,1,102180,730,44.33
DKNG,1,10591040,96682,42.81
DKRB,1,900,1,21.7409
DKS,1,795120,18444,159.97
DLA,1,11800,194,7.33
DLB,1,391848,8063,80.7
DLHC,1,38732,1227,16.5
DLN,1,154376,930,68.12
DLNG,1,28049,139,2.96
DLNGpA,1,5648,74,24.8
DLNGpB,1,6659,45,26.345
DLO,1,928806,7503,16.45
DLPN,1,96005,555,1.57
DLR,1,1809582,33434,147.06
DLRpJ,1,14924,123,22.67
DLRpK,1,16278,237,24.53
DLRpL,1,25097,293,22.68
DLS,1,23106,292,62.23
DLTH,1,57090,570,4.93
DLTR,1,1804632,38967,140.9
DLX,1,191344,3219,20.42
DLY,1,190403,877,15.63
DM,1,2215309,5471,0.5986
DMA,1,32356,157,7.34
DMAC,1,23654,223,3.18
DMAR,1,2713,10,34.195
DMAT,1,230,24,13.29
DMAY,1,5649,16,36.76
DMB,1,74264,224,10.285
DMBS,1,50349,130,48.6115
DMCY,1,21,3,24.4281
DMDV,1,3,2,22.0676
DMF,1,49119,161,6.65
DMLP,1,139852,1759,29.94
DMO,1,25050,139,11.48
DMRC,1,56102,1502,39.37
DMTK,1,203147,911,1.2
DMXF,1,19709,257,64.31
DNA,1,19852557,21818,1.3
DNA.WS,1,81950,155,0.08
DNB,1,2863807,24558,11.04
DNL,1,230583,403,36.79
DNLI,1,915305,9821,17.2
DNMR,1,1186659,5706,0.76
DNN,1,17542593,14767,2.0
DNOV,1,3006,22,39.5609
DNOW,1,698090,7294,9.78
DNP,1,583040,1735,8.67
DNTH,1,210582,3957,23.2
DNUT,1,695980,7951,13.52
DO,1,2860676,18109,11.88
DOC,1,2667941,19579,11.9
DOCN,1,804944,14301,36.74
DOCS,1,3703619,36937,28.24
DOCT,1,1235,7,37.0699
DOCU,1,2863837,40901,51.145
DOG,1,484690,1301,29.16
DOGG,1,3045,38,20.6971
DOGZ,1,31841,163,3.3101
DOL,1,14952,118,48.6874
DOLE,1,358180,4120,11.0
DOMA,1,12245,190,4.29
DOMH,1,4759,61,2.22
DOMO,1,299039,4606,11.56
DON,1,157923,1054,44.7
DOOO,1,131361,1958,69.46
DOOR,1,205213,4581,96.61
DORM,1,80417,2386,81.66
DOUG,1,1553762,6744,1.8
DOV,1,1026324,21070,160.11
DOW,1,3433962,38716,53.88
DOX,1,791152,16262,89.5
DOYU,1,512754,1170,0.7213
DPCS,1,403,3,10.93
DPG,1,186939,820,8.73
DPRO,1,200075,255,0.356049
DPSI,1,3521,46,7.4
DPST,1,1027108,11152,67.32
DPZ,1,529352,17258,426.58
DQ,1,976855,10451,19.5
DRCT,1,407833,3748,14.18
DRD,1,146383,2203,7.54
DRH,1,1002270,8462,9.27
DRHpA,1,14086,101,25.35
DRI,1,576510,17892,168.18
DRIO,1,26795,197,1.94
DRIP,1,1447614,5395,11.83
DRIV,1,128488,1071,23.57
DRLL,1,43225,392,28.04
DRMA,1,61969,251,0.4398
DRMAW,1,7903,4,0.0212
DRN,1,550280,2504,9.08
DRQ,1,295442,4786,20.32
DRRX,1,169999,345,0.756
DRS,1,335825,6462,19.73
DRSK,1,176618,139,26.055
DRTS,1,22241,84,3.285
DRUG,1,20606,150,1.9
DRUP,1,1444,24,49.4423
DRV,1,276445,2125,39.37
DRVN,1,654601,9300,13.35
DSAQ,1,147,7,11.0
DSCF,1,960,5,22.13
DSEP,1,3335,24,37.3531
DSGN,1,104974,1419,2.29
DSGR,1,30440,1175,33.46
DSGX,1,143161,2542,88.6
DSI,1,75210,783,95.57
DSKE,1,582674,2139,8.165
DSL,1,272399,1406,12.63
DSM,1,181360,576,5.75
DSMC,1,51728,88,34.0486
DSP,1,36711,570,8.64
DSS,1,4160,205,1.76
DSTL,1,209841,609,50.44
DSTX,1,36,5,23.4423
DSU,1,153251,506,11.24
DSWL,1,11478,50,2.36
DSX,1,443110,3135,2.94
DSX.WS,1,30066,122,0.4701
DSXpB,1,1848,9,25.5999
DT,1,12021490,101734,56.07
DTB,1,5778,118,20.93
DTC,1,785653,4913,2.78
DTCK,1,34109,174,1.01
DTD,1,25083,197,66.61
DTE,1,1815114,30007,104.23
DTEC,1,3016,45,41.2154
DTF,1,31756,153,10.8099
DTG,1,14072,187,21.55
DTH,1,27010,164,37.5556
DTI,1,1650,32,2.86
DTIL,1,642710,1128,0.3998
DTM,1,423786,9556,51.72
DTRE,1,6514,83,41.437
DTSS,1,110494,1980,2.18
DTST,1,73197,269,3.53
DTW,1,22915,233,24.1
DUBS,1,161247,49,27.9522
DUG,1,103260,916,11.445
DUHP,1,501274,1373,30.0
DUK,1,5542767,69699,92.65
DUKB,1,17466,221,25.2
DUKpA,1,51810,611,25.0
DULL,1,13,4,18.8945
DUO,1,23272,117,0.579
DUOL,1,455304,15103,185.26
DUOT,1,17934,137,3.9
DURA,1,2230,49,30.5
DUSA,1,43597,140,37.63
DUSB,1,34388,107,50.605
DUSL,1,12340,183,45.6899
DUST,1,2653136,11389,13.01
DV,1,1526664,17195,42.33
DVA,1,593623,14796,110.82
DVAL,1,5690,25,12.4965
DVAX,1,1546279,13713,12.88
DVDN,1,0,0,28.2821
DVLU,1,109,2,26.3797
DVN,1,10977607,90091,42.41
DVND,1,16,5,28.3756
DVOL,1,4923,53,28.3345
DVY,1,399246,4136,114.03
DVYA,1,7645,85,35.4015
DVYE,1,109528,369,26.17
DWAC,1,3564958,36562,47.66
DWACU,1,4028,72,55.0
DWACW,1,156211,1150,15.83
DWAS,1,78712,559,85.67
DWAT,1,4143,10,10.46
DWAW,1,487,9,35.4783
DWCR,1,0,0,29.3134
DWLD,1,5085,30,29.92
DWM,1,24244,199,51.76
DWMF,1,4312,29,25.17
DWSH,1,8269,67,7.39
DWSN,1,15682,102,1.5508
DWUS,1,1405,13,42.1616
DWX,1,125560,349,34.2811
DX,1,1084702,7734,11.99
DXC,1,5621344,41223,22.05
DXCM,1,4260111,61904,127.05
DXD,1,298486,1784,32.5
DXF,1,218428,401,0.3133
DXJ,1,497133,4560,97.84
DXJS,1,44732,190,31.27
DXLG,1,285137,3109,3.89
DXPE,1,68501,1783,33.37
DXR,1,687,20,8.5
DXYN,1,12499,39,0.592
DXpC,1,4490,64,24.15
DY,1,132205,4505,116.14
DYAI,1,31466,114,1.38
DYFI,1,4481,23,24.945
DYLD,1,6396,35,22.575
DYLG,1,127,11,27.1865
DYN,1,712725,9340,22.73
DYNF,1,706454,1918,42.16
DYNI,1,2352,24,27.7189
DYNT,1,187385,604,0.4749
DYTA,1,49747,171,27.83
DZSI,1,39738,924,1.51
DZZ,1,3245,25,2.565
E,1,322162,4603,30.98
EA,1,1731957,31801,138.85
EAD,1,165788,720,6.75
EAF,1,2683944,10386,1.32
EAGG,1,184507,1220,46.96
EAI,1,17053,160,22.98
EALT,1,3571,14,28.25
EAOA,1,149,19,32.584
EAOK,1,0,0,24.7902
EAOM,1,17,1,26.3124
EAOR,1,249,5,29.3259
EAPR,1,2223,26,24.6249
EAR,1,7423,96,2.63
EARN,1,235733,1835,5.71
EASG,1,8865,26,29.4848
EAST,1,5012,98,1.13
EAT,1,914619,14091,45.04
EATV,1,487,12,15.7679
EATZ,1,894,27,22.9474
EB,1,852897,6181,8.65
EBAY,1,3288182,44212,42.02
EBC,1,697719,8968,13.65
EBF,1,45850,1397,20.13
EBIZ,1,3859,68,21.24
EBLU,1,1807,44,43.5
EBMT,1,7491,157,12.8
EBND,1,226653,1646,20.66
EBON,1,36974,609,9.73
EBR,1,857332,5767,8.58
EBR.B,1,8177,92,9.51
EBS,1,1238432,7049,1.68
EBTC,1,16607,289,27.53
EC,1,1425207,10084,11.91
ECAT,1,275722,1448,16.87
ECBK,1,8981,57,12.54
ECC,1,986374,3376,9.97
ECCC,1,1903,30,21.99
ECCF,1,12069,91,25.37
ECCV,1,3282,15,22.5
ECCW,1,702,8,24.07
ECCX,1,1011,15,24.42
ECCpD,1,4826,42,20.13
ECDA,1,23911,118,0.98
ECF,1,57206,233,7.97
ECFpA,1,1052,4,22.8711
ECH,1,149613,946,24.69
ECL,1,739508,19183,202.89
ECLN,1,81,4,22.8608
ECML,1,291,10,31.1612
ECNS,1,58709,253,22.01
ECO,1,35305,659,28.47
ECON,1,797,37,19.9594
ECOR,1,8952,147,7.14
ECOW,1,42163,174,19.5
ECPG,1,87422,2934,50.22
ECVT,1,324845,3864,9.38
ECX,1,62414,412,2.71
ED,1,1554560,24825,88.67
EDAP,1,24059,229,6.4
EDBL,1,32584,131,0.46
EDC,1,32008,350,27.79
EDD,1,383056,1963,4.76
EDEN,1,1976,95,115.7561
EDF,1,594820,1368,4.72
EDIT,1,1668591,13208,7.17
EDIV,1,42047,397,32.47
EDN,1,45350,538,16.83
EDOC,1,44798,219,9.6
EDOG,1,8611,24,21.1473
EDOW,1,11660,86,33.35
EDR,1,1790245,12111,24.2
EDRY,1,5590,109,20.11
EDSA,1,7960,86,4.67
EDTK,1,2036,30,0.9545
EDU,1,4306001,55329,86.72
EDUC,1,5735,44,1.78
EDV,1,276557,5515,75.47
EDZ,1,126067,738,11.81
EE,1,154887,2574,13.98
EEA,1,7376,20,8.44
EEFT,1,588548,13423,101.09
EEIQ,1,4706,99,1.6
EELV,1,672200,1208,23.62
EEM,1,23480785,29506,39.41
EEMA,1,14462,168,64.63
EEMD,1,2711,18,18.5624
EEMO,1,7,3,15.7089
EEMS,1,15567,241,57.55
EEMV,1,392107,2753,55.3
EEMX,1,4597,102,29.945
EES,1,16816,202,47.52
EET,1,656,16,48.1453
EETH,1,48991,445,56.24
EEV,1,1588,12,20.7431
EEX,1,38902,319,6.2
EFA,1,9536238,25256,75.04
EFAD,1,864,21,38.1634
EFAS,1,1638,36,13.77
EFAV,1,378667,2861,68.15
EFAX,1,55300,520,39.17
EFC,1,1420269,10907,11.99
EFCpA,1,5513,52,23.97
EFCpB,1,2901,35,20.8
EFCpC,1,4071,45,23.94
EFCpE,1,3657,25,24.9
EFG,1,513368,4567,98.38
EFIV,1,64569,447,48.26
EFIX,1,5234,44,15.9979
EFNL,1,2730,54,34.2412
EFO,1,599,19,42.0457
EFOI,1,3834,55,1.29
EFR,1,136209,425,12.99
EFRA,1,3574,14,28.8543
EFSC,1,124332,2609,39.39
EFSCP,1,6904,53,17.2
EFSH,1,69258,377,1.38
EFT,1,61624,357,13.29
EFTR,1,45940,488,10.51
EFTRW,1,750,1,0.13
EFU,1,9883,56,8.5701
EFUT,1,36081,137,20.7257
EFV,1,1866742,9189,50.91
EFX,1,1838398,33410,252.06
EFXT,1,27263,270,5.24
EFZ,1,16208,71,17.355
EG,1,1386288,32852,354.56
EGAN,1,44966,525,7.63
EGBN,1,184989,4644,22.92
EGF,1,1040,2,9.78
EGHT,1,1924912,9082,2.79
EGIO,1,375494,1109,0.24
EGLE,1,97481,2229,57.39
EGO,1,1028245,8899,12.16
EGOX,1,2234228,5471,0.2451
EGP,1,510398,10119,184.96
EGPT,1,11100,123,27.4248
EGRX,1,193368,2530,5.32
EGUS,1,21,4,36.1193
EGY,1,916982,4090,4.23
EH,1,670197,6021,10.56
EHAB,1,639212,6112,8.9
EHC,1,1982734,25817,73.45
EHI,1,25148,111,7.25
EHTH,1,193878,2503,6.41
EIC,1,97992,448,15.75
EICA,1,8249,36,23.555
EICB,1,656,7,25.11
EIDO,1,1856405,4741,22.26
EIG,1,170133,3370,40.87
EIGR,1,6908,87,5.96
EIM,1,386506,772,10.305
EINC,1,2097,57,67.19
EIPX,1,3300,19,20.8745
EIRL,1,11021,155,63.72
EIS,1,14392,234,59.18
EIX,1,2486315,35401,64.72
EJAN,1,87462,278,28.22
EJH,1,4137364,9398,0.531
EJUL,1,30320,105,23.23
EKG,1,2361,6,16.18
EKSO,1,54559,420,2.02
EL,1,4320039,61458,140.77
ELA,1,15494,388,4.42
ELAB,1,299332,892,0.64
ELAN,1,3052676,25658,15.87
ELBM,1,1005236,1547,0.5271
ELC,1,16409,211,22.58
ELD,1,8928,51,27.4486
ELDN,1,38543,331,1.69
ELEV,1,1450682,8137,2.9
ELF,1,1903716,39016,171.54
ELLO,1,3343,145,15.29
ELMD,1,4231,107,10.19
ELME,1,765868,4778,14.4
ELP,1,205608,1907,8.02
ELPC,1,25718,455,7.2
ELQD,1,11,2,81.395
ELS,1,872263,13499,66.43
ELSE,1,778,17,4.121
ELTK,1,46934,438,17.45
ELTX,1,63500,679,4.2
ELUT,1,50823,345,3.705
ELV,1,854282,23011,502.15
ELVA,1,99962,819,4.0
ELVN,1,55861,1294,15.41
ELWS,1,380296,401,0.4439
ELYM,1,14993,30,2.62
EM,1,58810,210,0.518
EMB,1,5057954,25684,87.46
EMBC,1,320095,5982,17.76
EMBD,1,8064,88,22.06
EMC,1,33536,184,25.12
EMCB,1,800,26,64.17
EMCC,1,0,0,24.5601
EMCG,1,1502,6,11.04
EMCGW,1,9400,4,0.018
EMCR,1,1290,21,27.226
EMD,1,151634,619,9.15
EMDM,1,1414,8,21.8818
EMDV,1,1472,12,43.0489
EME,1,247315,6550,242.0
EMF,1,26893,176,11.34
EMFM,1,1150,17,18.34
EMFQ,1,522,5,20.107
EMGF,1,71819,562,42.81
EMHC,1,12670,143,23.811
EMHY,1,20674,279,36.18
EMIF,1,283,4,21.0728
EMKR,1,779558,2396,0.6288
EML,1,2782,152,24.3
EMLC,1,868716,2968,24.74
EMLD,1,80082,98,10.475
EMLP,1,257428,1295,26.86
EMM,1,1612,12,26.1315
EMMF,1,2632,29,25.3954
EMN,1,1046860,14699,82.99
EMNT,1,4283,64,98.25
EMO,1,14660,143,35.23
EMP,1,6392,144,23.54
EMQQ,1,166741,1140,29.47
EMR,1,5198223,69619,102.38
EMSF,1,5196,28,24.4253
EMSG,1,1312,7,23.4944
EMTL,1,2467,40,41.905
EMTY,1,8281,75,14.2856
EMX,1,248315,478,1.5
EMXC,1,2174708,6485,55.52
EMXF,1,3233,41,34.5243
ENB,1,6126410,32697,34.35
ENCP,1,26806,57,11.6
ENCPW,1,32461,46,0.029
ENFN,1,300593,2813,8.13
ENFR,1,14287,161,22.48
ENG,1,9166,109,1.2499
ENGN,1,4180,57,7.95
ENGNW,1,4219,14,0.89
ENIC,1,637011,3781,2.77
ENJ,1,1530,23,22.97
ENLC,1,2450666,8792,11.95
ENLT,1,20178,421,17.17
ENLV,1,25920,247,2.64
ENO,1,4037,39,23.85
ENOR,1,6723,92,22.2963
ENOV,1,366965,7888,60.53
ENPH,1,6915619,90624,116.88
ENR,1,456134,7893,31.77
ENRG,1,1038,32,12.1756
ENS,1,580738,13680,90.87
ENSC,1,359501,1401,1.18
ENSG,1,238630,6270,118.06
ENSV,1,61773,242,0.212
ENTA,1,426425,5555,12.36
ENTG,1,1534363,32595,124.75
ENTR,1,3245,31,14.34
ENTX,1,137247,498,0.8395
ENV,1,233730,5254,51.5
ENVA,1,230846,4963,54.57
ENVB,1,34660,169,0.8117
ENVX,1,5658656,34700,10.7
ENX,1,36114,336,9.94
ENZ,1,264275,588,1.35
ENZL,1,4773,72,46.18
EOCT,1,567,12,23.37
EOD,1,140606,395,4.49
EOG,1,3123947,42513,113.06
EOI,1,53390,282,17.7
EOLS,1,395482,5939,13.36
EOS,1,81619,371,19.8
EOSE,1,4983503,8230,1.22
EOSEW,1,22593,36,0.2199
EOT,1,22210,122,16.92
EP,1,30613,455,6.09
EPAC,1,191587,3750,31.38
EPAM,1,626058,16663,287.17
EPC,1,660102,12807,39.47
EPD,1,5232452,22380,26.25
EPHE,1,102134,771,27.4
EPI,1,919995,6801,43.72
EPIX,1,542042,2534,10.45
EPM,1,342479,3413,5.52
EPOL,1,113549,889,22.22
EPOW,1,1865,14,0.93
EPP,1,336880,2027,41.56
EPR,1,1004718,8778,42.59
EPRF,1,7010,36,19.2378
EPRT,1,725871,9111,24.63
EPRpC,1,57103,401,19.3099
EPRpE,1,5455,92,27.65
EPRpG,1,11134,116,19.3784
EPS,1,26577,141,52.36
EPSN,1,18482,274,4.9
EPU,1,3272,59,33.52
EPV,1,50283,279,8.86
EPpC,1,922,19,47.18
EQ,1,858652,3671,1.52
EQAL,1,49465,154,43.39
EQBK,1,123263,1791,32.5
EQC,1,691999,6953,18.81
EQCpD,1,10557,200,25.25
EQH,1,2737595,23348,33.61
EQHpA,1,38023,403,22.72
EQHpC,1,31735,312,18.12
EQIX,1,387938,16120,855.33
EQL,1,7575,133,111.3564
EQLS,1,14247,54,24.115
EQNR,1,9569522,50193,26.37
EQR,1,1434412,17366,59.2
EQRR,1,267,11,54.1485
EQS,1,1208,17,1.47
EQT,1,4249150,44608,34.75
EQTY,1,32761,79,20.79
EQUL,1,55,1,24.6297
EQWL,1,34426,406,89.515
EQX,1,1014635,6044,4.33
ERAS,1,454126,2980,1.76
ERC,1,39755,216,9.55
ERET,1,1127,3,24.859
ERF,1,16947613,72771,15.5
ERH,1,49281,223,8.86
ERIC,1,10961984,17166,5.39
ERIE,1,90346,4236,350.18
ERII,1,233045,4886,15.3
ERJ,1,1125087,10075,17.59
ERNA,1,1735,60,1.6
ERO,1,215745,1841,15.61
ERSX,1,128,3,12.0411
ERTH,1,9284,103,41.66
ERX,1,463478,4355,57.1
ERY,1,265044,3086,27.54
ES,1,3124552,36255,54.07
ESAB,1,340903,6077,88.93
ESBA,1,500,1,10.06
ESCA,1,14261,276,16.485
ESCR,1,2,2,18.395
ESE,1,165869,4027,103.84
ESEA,1,50404,921,40.49
ESEB,1,371,11,16.67
ESG,1,3949,49,121.5219
ESGA,1,3458,22,62.5625
ESGB,1,2403,5,20.8619
ESGD,1,205979,1693,75.06
ESGE,1,893159,5729,31.21
ESGG,1,2734,48,156.1458
ESGL,1,13487,51,0.4827
ESGLW,1,26624,36,0.0079
ESGN,1,1000,5,28.3821
ESGR,1,50605,2751,268.99
ESGRO,1,10798,98,25.09
ESGRP,1,5666,115,25.579
ESGS,1,3920,16,41.5612
ESGU,1,354155,3308,109.75
ESGV,1,120969,1259,89.21
ESGY,1,817,15,49.4127
ESHA,1,567,4,10.33
ESHY,1,76,8,18.5353
ESI,1,849386,9829,22.73
ESIX,1,1,1,28.36
ESLA,1,19195,173,1.1501
ESLT,1,15341,705,204.47
ESML,1,456324,876,37.47
